length= 642
error x = 0.1136066667
error y = 0.02
108	28.8	NAN	
108.25	28.8	NAN	
108.5	30.7	NAN	
108.75	31.3	NAN	
109	32	NAN	
109.25	33.2	NAN	
109.5	33.9	NAN	
109.75	33.9	NAN	
110	35.8	NAN	
110.25	37.1	NAN	
110.5	37.1	NAN	
110.75	38.4	NAN	
111	39	NAN	
111.25	39	NAN	
111.5	39.6	NAN	
111.75	39.6	NAN	
112	40.9	NAN	
112.25	40.9	NAN	
112.5	40.9	NAN	
112.75	40.9	NAN	
113	40.9	NAN	
113.25	39	NAN	
113.5	39	NAN	
113.75	38.4	NAN	
114	38.4	NAN	
114.25	37.1	NAN	
114.5	36.4	NAN	
114.75	35.8	NAN	
115	35.8	NAN	
115.25	33.9	NAN	
115.5	33.2	NAN	
115.75	33.2	NAN	
116	33.2	NAN	
116.25	32	NAN	
116.5	31.3	NAN	
116.75	31.3	NAN	
117	30.7	NAN	
117.25	30.7	NAN	
117.5	30.7	NAN	
117.75	31.3	NAN	
118	31.3	NAN	
118.25	31.3	NAN	
118.5	32	NAN	
118.75	32	NAN	
119	33.2	NAN	
119.25	33.9	NAN	
119.5	33.9	NAN	
119.75	33.9	NAN	
120	35.8	NAN	
120.25	35.8	NAN	
120.5	36.4	NAN	
120.75	37.1	NAN	
121	37.1	NAN	
121.25	38.4	NAN	
121.5	38.4	NAN	
121.75	38.4	NAN	
122	39	NAN	
122.25	39	NAN	
122.5	39	NAN	
122.75	39	NAN	
123	39	NAN	
123.25	38.4	NAN	
123.5	38.4	NAN	
123.75	38.4	NAN	
124	38.4	NAN	
124.25	37.1	NAN	
124.5	36.4	NAN	
124.75	35.8	NAN	
125	35.8	NAN	
125.25	35.8	NAN	
125.5	35.8	NAN	
125.75	33.9	NAN	
126	33.9	NAN	
126.25	33.2	NAN	
126.5	33.2	NAN	
126.75	33.2	NAN	
127	33.2	NAN	
127.25	33.2	NAN	
127.5	33.2	NAN	
127.75	33.2	NAN	
128	33.2	NAN	
128.25	33.2	NAN	
128.5	33.2	NAN	
128.75	33.2	NAN	
129	33.9	NAN	
129.25	33.9	NAN	
129.5	33.9	NAN	
129.75	33.9	NAN	
130	33.9	NAN	
130.25	35.8	NAN	
130.5	35.8	NAN	
130.75	36.4	NAN	
131	36.4	NAN	
131.25	37.1	NAN	
131.5	37.1	NAN	
131.75	37.1	NAN	
132	37.1	NAN	
132.25	37.1	NAN	
132.5	37.1	NAN	
132.75	37.1	NAN	
133	37.1	NAN	
133.25	37.1	NAN	
133.5	37.1	NAN	
133.75	37.1	NAN	
134	37.1	NAN	
134.25	36.4	NAN	
134.5	36.4	NAN	
134.75	35.8	NAN	
135	35.8	NAN	
135.25	35.8	NAN	
135.5	35.8	NAN	
135.75	35.8	NAN	
136	33.9	NAN	
136.25	33.9	NAN	
136.5	33.9	NAN	
136.75	33.9	NAN	
137	33.9	NAN	
137.25	33.2	NAN	
137.5	33.2	NAN	
137.75	33.2	NAN	
138	33.2	NAN	
138.25	33.2	NAN	
138.5	33.2	NAN	
138.75	33.9	NAN	
139	33.9	NAN	
139.25	33.9	NAN	
139.5	33.9	NAN	
139.75	33.9	NAN	
140	33.9	NAN	
140.25	33.9	NAN	
140.5	35.8	NAN	
140.75	35.8	NAN	
141	35.8	NAN	
141.25	35.8	NAN	
141.5	36.4	NAN	
141.75	36.4	NAN	
142	37.1	NAN	
142.25	37.1	NAN	
142.5	37.1	NAN	
142.75	37.1	NAN	
143	37.1	NAN	
143.25	37.1	NAN	
143.5	37.1	NAN	
143.75	37.1	NAN	
144	36.4	NAN	
144.25	36.4	NAN	
144.5	36.4	NAN	
144.75	35.8	NAN	
145	35.8	NAN	
145.25	35.8	NAN	
145.5	35.8	NAN	
145.75	35.8	NAN	
146	35.8	NAN	
146.25	35.8	NAN	
146.5	35.8	NAN	
146.75	35.8	NAN	
147	35.8	NAN	
147.25	35.8	NAN	
147.5	35.8	NAN	
147.75	35.8	NAN	
148	35.8	NAN	
148.25	35.8	NAN	
148.5	35.8	NAN	
148.75	35.8	NAN	
149	35.8	NAN	
149.25	35.8	NAN	
149.5	35.8	NAN	
149.75	35.8	NAN	
150	35.8	NAN	
150.25	35.8	NAN	
150.5	35.8	NAN	
150.75	35.8	NAN	
151	35.8	NAN	
151.25	35.8	NAN	
151.5	35.8	NAN	
151.75	35.8	NAN	
152	35.8	NAN	
152.25	35.8	NAN	
152.5	35.8	NAN	
152.75	35.8	NAN	
153	35.8	NAN	
153.25	35.8	NAN	
153.5	35.8	NAN	
153.75	35.8	NAN	
154	35.8	NAN	
154.25	35.8	NAN	
154.5	35.8	NAN	
154.75	35.8	NAN
155	33.9	NAN	
155.25	33.9	NAN	
155.5	33.9	NAN	
155.75	33.9	NAN	
156	33.9	NAN	
156.25	33.9	NAN	
156.5	33.9	NAN	
156.75	33.9	NAN	
157	33.9	NAN	
157.25	33.9	NAN	
157.5	33.9	NAN	
157.75	33.9	NAN	
158	33.9	NAN	
158.25	33.9	NAN	
158.5	33.9	NAN	
158.75	33.9	NAN	
159	33.9	NAN	
159.25	33.9	NAN	
159.5	33.9	NAN	
159.75	33.9		
160	33.9		
160.25	33.9	
